ImageId,EncodedPixels
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,104036 7 104559 10 105082 12 105605 13 106129 13 106653 13 107177 13 107701 13 108223 15 108748 15 109272 15 109796 16 110319 17 110843 19 111367 20 111890 22 112413 23 112936 24 113466 18 113990 18 114513 19 115037 19 115561 19 116084 20 116608 20 117133 19 117659 17 118183 15 118707 15 119231 14 119755 14 120279 22 120802 25 121326 26 121849 27 122373 28 122890 35 123413 36 123935 23 123959 14 124458 24 124484 13 124981 24 125009 12 125504 24 125534 11 126027 24 126058 11 126551 11 126563 5 126571 2 126582 11 127074 11 127106 11 127597 11 127630 11 128120 12 128154 11 128643 13 128678 11 129166 15 129189 4 129202 11 129689 16 129712 5 129726 11 130213 16 130233 9 130251 10 130737 16 130756 11 130776 9 131261 17 131280 11 131300 2 131306 3 131785 30 131833 5 132309 30 132356 9 132831 32 132879 11 133355 32 133401 13 133879 32 133925 13 134403 32 134449 13 134925 34 134973 13 135449 33 135496 14 135973 32 136020 14 136497 32 136544 14 137019 34 137068 14 137543 33 137592 14 138067 30 138116 14 138591 28 138640 14 139115 27 139163 15 139638 27 139687 15 140162 25 140197 4 140210 15 140685 25 140720 5 140734 14 141209 25 141244 7 141258 14 141733 25 141767 10 141781 15 142257 24 142290 12 142304 16 142781 25 142813 30 143305 25 143336 31 143829 25 143860 31 144353 25 144383 32 144877 27 144905 34 145401 62 145926 8 145936 51 146462 49 146987 47 147512 29 147543 15 148036 28 148068 13 148560 28 148594 10 149084 28 149121 6 149608 28 150132 28 150655 29 151180 14 151195 12 151704 12 151720 10 152228 11 152244 5 152251 2 152753 9 152768 5 153277 8 153292 5 153803 5 153817 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,34857 2 35379 5 35902 6 36425 9 36948 11 37471 13 37995 12 38519 12 39043 13 39567 13 40091 14 40613 16 41137 17 41661 17 42185 19 42709 19 43235 16 43759 16 44284 16 44809 15 45335 12 45862 9 46387 9 46911 9 47435 9 47951 5 47961 8 47972 1 48473 10 48486 8 48495 2 48995 12 49010 13 49519 13 49534 14 50043 29 50567 15 50583 13 51091 15 51111 8 51614 16 51636 6 52138 15 52162 5 52662 15 52687 3 53187 14 53711 14 54236 13 54761 13 54786 9 55287 11 55310 9 55811 11 55834 9 56335 11 56356 12 56860 11 56879 14 57384 13 57403 14 57908 14 57927 14 58433 14 58451 14 58957 32 59481 32 60005 32 60529 32 61054 31 61579 30 62104 27 62628 28 63153 29 63677 34 64202 8 64213 24 64728 5 64737 25 65262 25 65785 26 66309 26 66833 26 67356 27 67880 27 68404 28 68930 26 69455 25 69979 24 70503 23 71028 22 71553 21 71582 7 72078 19 72104 10 72603 18 72628 11 73130 14 73152 11 73654 14 73675 12 74179 13 74199 13 74703 13 74723 15 75227 13 75247 15 75748 17 75771 15 76272 17 76293 17 76796 19 76817 18 77320 39 77845 37 78370 36 78895 34 79421 32 79946 32 80472 30 80997 29 81522 28 82046 28 82570 28 83094 28 83618 28 84142 27 84666 27 85190 26 85713 27 86236 27 86760 27 87282 28 87804 30 88326 32 88848 19 88869 13 89371 20 89393 13 89895 19 89916 13 90418 18 90440 13 90942 18 90964 13 91465 19 91488 13 91989 18 92013 11 92511 20 92537 11 93032 23 93062 10 93556 22 93587 8 94078 23 94112 5 94601 24 95122 25 95646 24 96168 19 96189 4 96691 20 97214 11 97228 7 97737 22 98261 16 98784 16 99307 17 99831 16 100355 16 100879 15 101402 14 101926 13 102450 12 102972 13 103496 13 104020 12 104543 12 105067 13 105591 13 106115 13 106639 13 107163 5 107172 3 107688 3 107696 2 108213 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,24374 7 24896 11 25419 12 25943 12 26467 12 26991 11 27513 12 28037 12 28561 12 29084 13 29608 13 30132 13 30656 13 31181 11 31706 9 32232 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,13896 1 14419 2 14942 3 15465 4 15989 3 16512 4 17035 5 17559 5 18083 5 18608 4 19132 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,74163 8 74684 12 75208 13 75731 14 76254 16 76777 17 77301 17 77825 16 78348 17 78872 17 79396 17 79920 16 80444 15 80968 15 81492 15 82016 16 82540 17 83065 17 83589 17 84114 16 84638 15 85162 15 85687 13 86211 11 86735 10 87259 8 87783 8 88306 8 88830 7 89354 5
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,116076 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,6044 2 6567 3 7091 3 7614 7 8138 10 8662 11 9184 13 9708 13 10232 14 10756 14 11280 14 11806 12 12330 12 12854 11 13378 11 13902 11 14426 10 14950 10 15474 9 15998 9 16521 8 17046 5
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,117653 3 118176 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,153834 3 154354 9 154878 11 155401 13 155925 13 156448 14 156972 14 157496 14 158020 14 158544 15 159068 15 159589 18 160111 21 160631 25 161152 28 161675 29 162198 30 162722 30 163245 32 163769 32 164293 33 164817 32 165340 16 165358 16 165377 1 165863 17 165883 19 166387 17 166407 20 166912 16 166931 21 167436 15 167455 21 167960 14 167980 20 168485 11 168504 20 169009 11 169029 20 169534 10 169554 19 170057 11 170079 18 170581 11 170604 18 171105 11 171128 18 171628 12 171653 17 172152 12 172178 16 172677 11 172702 16 173202 10 173226 16 173727 8 173749 16 174252 7 174272 17 174778 3 174795 18 175318 19 175842 19 176365 20 176888 21 177411 22 177934 23 178457 22 178981 22 179505 21 180029 16 180553 16 181078 14 181605 10 182131 7
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,8696 7 9211 2 9218 10 9734 3 9741 11 10258 3 10265 11 10779 4 10788 13 11303 7 11311 14 11827 22 12350 23 12873 24 13397 24 13921 24 14444 25 14968 25 15492 24 16015 25 16539 25 17062 25 17586 25 18109 13 18125 9 18632 14 18655 1 19156 14 19679 14 20201 15 20725 15 21249 15 21772 16 22297 15 22820 15 23343 15 23866 16 24388 18 24912 17 25435 17 25959 17 26484 16 27008 16 27532 15 28056 15 28580 15 29105 13 29629 13 30153 13 30677 13 31201 13 31726 13 32250 13 32774 14 33298 15 33822 23 34346 24 34869 25 35393 25 35917 25 36441 27 36965 27 37489 27 38012 28 38536 28 39060 28 39585 27 40110 26 40635 25 41161 23 41685 4 41696 12 42220 13 42744 13 43268 14 43792 14 44316 14 44840 14 45364 14 45888 14 46412 15 46937 14 47462 13 47986 14 48510 14 49034 14 49558 15 50082 14 50606 14 51130 14 51655 13 52180 11 52704 10 53229 9 53754 8
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,290 2 813 5 819 10 1336 17 1861 14 2386 12 2911 10 3435 10 3959 10 4484 3 4490 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,97772 6 98295 8 98818 10 99340 13 99864 13 100388 13 100912 13 101436 13 101959 14 102482 15 103006 15 103530 15 104053 16 104577 16 105101 16 105625 16 106149 16 106674 15 107198 15 107722 15 108245 17 108769 18 109293 18 109817 19 110342 19 110866 19 111391 17 111916 16 112441 14 112967 11 113494 6
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,153331 3 153853 11 154377 19 154901 20 155425 20 155948 22 156471 23 156995 23 157520 22 158045 21 158569 21 159093 21 159617 21 160141 21 160665 22 161190 21 161715 20 162239 20 162763 20 163288 19 163813 18 164337 18 164862 17 165386 17 165911 16 166436 14 166960 14 167484 13 168008 13 168534 11 169059 8
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,12387 1 12908 5 13432 7 13956 7 14479 9 15003 9 15527 9 16052 8 16576 8 17098 10 17621 11 18145 11 18668 12 19191 13 19713 15 20237 15 20760 16 21283 17 21806 18 22330 17 22854 17 23377 18 23901 17 24425 16 24948 17 25472 17 25996 16 26520 16 27044 15 27568 14 28092 13 28616 13 29140 12 29664 12 30189 11 30713 10 31237 9 31761 9 32285 9 32809 9 33333 7 33858 5 34385 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,52201 3 52725 4 53249 5 53773 6 54297 8 54821 8 55345 8 55357 5 55869 17 56394 17 56920 16 57446 15 57971 15 58496 15 59020 15 59544 15 60068 17 60592 17 61117 16 61641 16 62165 16 62689 16 63213 16 63738 15 64263 15 64787 15 65311 16 65835 16 66359 16 66883 16 67407 16 67932 15 68457 13 68981 13 69504 14 70029 13 70554 12 71078 12 71603 11 72127 11 72652 10 73176 10 73700 10 74224 10 74748 10 75272 12 75796 12 76321 11 76845 11 77370 10 77894 10 78418 10 78942 10 79466 10 79991 9 80517 7 81042 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,126617 4 127138 7 127661 9 128184 10 128708 11 129232 11 129755 13 130279 13 130802 14 131327 13 131851 13 132374 14 132897 15 133421 15 133945 15 134469 15 134993 15 135517 15 136042 14 136566 14 137090 14 137614 14 138138 14 138662 14 139186 14 139710 14 140235 13 140759 13 141284 12 141808 12 142333 11 142857 11 143382 8 143910 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,180061 1 180584 7 181108 8 181632 10 182156 8
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,99898 4 100420 7 100943 9 101467 10 101991 10 102514 12 103037 14 103561 14 104085 14 104608 15 105131 16 105655 16 106179 16 106703 16 107227 16 107751 16 108275 16 108799 16 109323 16 109847 16 110372 15 110897 14 111421 14 111945 14 112469 15 112994 14 113519 13 114043 13 114568 7 114578 2 115103 1 115627 6 116150 9 116673 10 117197 12 117721 12 118245 13 118769 15 119293 15 119817 15 120341 14 120865 14 121389 13 121913 13 122437 13 122961 12 123485 13 124009 13 124533 13 125057 12 125581 12 126105 12 126630 11 127155 8 127679 8 128203 7 128728 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,338 11 862 12 1386 13 1910 13 2436 10 2962 6 3487 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,169603 9 170127 9 170649 13 171172 14 171695 16 172219 16 172742 17 173266 17 173790 16 174313 17 174837 17 175361 17 175884 18 176408 18 176932 18 177456 18 177980 18 178504 18 179028 18 179552 18 180077 17 180600 18 181124 18 181650 16 182174 5 182181 8
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,35991 4 36512 9 37034 11 37557 12 38081 13 38604 14 39127 14 39651 14 40175 14 40699 14 41223 14 41747 14 42271 13 42795 13 43319 13 43843 13 44367 13 44891 13 45414 14 45938 14 46462 14 46986 14 47510 14 48034 14 48558 14 49082 14 49606 14 50130 14 50654 14 51178 14 51702 13 52226 13 52750 13 53273 14 53797 14 54321 14 54845 14 55369 14 55893 14 56417 14 56942 13 57467 10 57992 9 58517 6
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,127193 6 127716 8 128238 12 128762 12 129285 13 129809 13 130333 13 130857 13 131382 12 131906 12 132430 12 132954 12 133478 12 134002 12 134526 12 135050 12 135573 12 136097 12 136621 11 137145 10 137670 9 138193 10 138716 11 139239 12 139757 17 140279 19 140802 20 141311 4 141326 20 141832 8 141849 21 142355 10 142372 22 142879 11 142896 20 143403 11 143419 17 143927 12 143941 18 144451 13 144465 17 144975 12 144989 17 145499 30 146023 30 146547 30 147071 31 147594 32 148117 33 148641 33 149165 32 149690 30 150215 29 150739 29 151263 28 151787 28 152311 27 152835 27 153359 26 153884 11 153899 10 154409 8 154425 6 154933 7 155457 7 155981 5 156505 5 157032 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,104641 6 105163 10 105686 11 106209 12 106733 13 107257 13 107780 14 108303 14 108827 14 109351 14 109875 14 110399 14 110923 14 111447 14 111971 14 112495 14 113018 15 113543 14 114067 14 114591 14 115115 14 115639 14 116164 13 116688 12 117213 10 117737 8 118261 7 118786 5 119311 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,72154 1 72676 7 73199 10 73723 10 74247 10 74771 10 75295 12 75819 12 76343 12 76867 12 77392 12 77917 11 78441 11 78965 12 79489 12 80014 11 80538 11 81062 11 81586 11 82110 11 82634 11 83159 10 83684 7 84210 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,87364 3 87884 8 88406 11 88929 12 89453 12 89975 14 90499 14 91022 15 91546 15 92070 15 92594 15 93118 15 93642 15 94166 15 94689 15 95213 15 95737 15 96261 14 96785 14 97310 13 97834 12 98357 13 98881 13 99405 12 99929 12 100453 11 100978 9 101503 6
